NG 2-on-1 Combined Cycle (F-Frame),NG Combustion Turbine (F-Frame),Land-Based Wind - Class 1 - Technology 1,Utility PV - Class 1,Utility-Scale Battery Storage - 10Hr
180.0740816012972,0.0,0.0,0.0,0.0
180.0740816012972,0.0,0.0,0.0,0.0
180.0740816012972,0.0,0.0,0.0,0.0
180.0740816012972,0.0,0.0,0.0,0.0
180.0740816012972,0.0,0.0,0.0,0.0
180.0740816012972,0.0,0.0,0.0,0.0
180.0740816012972,0.0,0.0,0.0,0.0
180.0740816012972,0.0,0.0,0.0,0.0
180.0740816012972,0.0,0.0,0.0,0.0
180.0740816012972,0.0,0.0,0.0,0.0
180.0740816012972,0.0,0.0,0.0,0.0
180.0740816012972,0.0,0.0,0.0,0.0
180.0740816012972,0.0,0.0,0.0,0.0
180.0740816012972,0.0,0.0,0.0,0.0
180.0740816012972,19.58044271296763,0.0,0.0,0.0
180.0740816012972,33.37964499032211,0.0,0.0,0.0
180.0740816012972,305.7802120289507,0.0,0.0,0.0
180.0740816012972,305.7802120289507,0.0,0.0,0.0
180.0740816012972,305.7802120289507,0.0,0.0,0.0
180.0740816012972,305.7802120289507,0.0,0.0,0.0
180.0740816012972,305.7802120289507,0.0,0.0,0.0
180.0740816012972,305.7802120289507,0.0,0.0,0.0
180.0740816012972,305.7802120289507,0.0,0.0,0.0
180.0740816012972,305.7802120289507,0.0,0.0,0.0
180.0740816012972,305.7802120289507,0.0,0.0,0.0
180.0740816012972,305.7802120289507,0.0,0.0,0.0
180.0740816012972,305.7802120289507,0.0,0.0,0.0
180.0740816012972,305.7802120289507,0.0,0.0,0.0
180.0740816012972,305.7802120289507,0.0,0.0,0.0
180.0740816012972,305.7802120289507,0.0,0.0,0.0
180.0740816012972,305.7802120289507,0.0,0.0,0.0
180.0740816012972,305.7802120289507,0.0,0.0,0.0
180.0740816012972,305.7802120289507,0.0,0.0,0.0
180.0740816012972,305.7802120289507,0.0,0.0,0.0
180.0740816012972,305.7802120289507,0.0,0.0,0.0
180.0740816012972,305.7802120289507,0.0,0.0,0.0
180.0740816012972,305.7802120289507,0.0,0.0,0.0
180.0740816012972,305.7802120289507,0.0,0.0,0.0
180.0740816012972,305.7802120289507,0.0,0.0,0.0
180.0740816012972,305.7802120289507,0.0,0.0,0.0
180.0740816012972,305.7802120289507,0.0,0.0,0.0
180.0740816012972,305.7802120289507,0.0,0.0,0.0
180.0740816012972,305.7802120289507,0.0,0.0,0.0
180.0740816012972,305.7802120289507,0.0,0.0,0.0
180.0740816012972,305.7802120289507,0.0,0.0,0.0
180.0740816012972,305.7802120289507,0.0,0.0,0.0
180.0740816012972,305.7802120289507,0.0,0.0,0.0
180.0740816012972,280.11796210791414,0.0,0.0,0.0
180.0740816012972,0.0,0.0,0.0,0.0
180.0740816012972,0.0,0.0,0.0,0.0
180.0740816012972,0.0,0.0,0.0,0.0
180.0740816012972,0.0,0.0,0.0,0.0
180.0740816012972,0.0,0.0,0.0,0.0
180.0740816012972,0.0,0.0,0.0,0.0
180.0740816012972,0.0,0.0,0.0,0.0
180.0740816012972,0.0,0.0,0.0,0.0
180.0740816012972,0.0,0.0,0.0,0.0
157.0268860039675,0.0,0.0,0.0,0.0
157.0268860039675,0.0,0.0,0.0,0.0
157.0268860039675,0.0,0.0,0.0,0.0
157.0268860039675,0.0,0.0,0.0,0.0
157.0268860039675,0.0,0.0,0.0,0.0
157.0268860039675,0.0,0.0,0.0,0.0
157.0268860039675,0.0,0.0,0.0,0.0
170.65647135625161,0.0,0.0,0.0,0.0
180.0740816012972,234.92147170750866,0.0,0.0,0.0
180.0740816012972,234.92147170750866,0.0,0.0,0.0
180.0740816012972,234.92147170750866,0.0,0.0,0.0
180.0740816012972,234.92147170750866,0.0,0.0,0.0
180.0740816012972,234.92147170750866,0.0,0.0,0.0
180.0740816012972,234.92147170750866,0.0,0.0,0.0
180.0740816012972,234.92147170750866,0.0,0.0,0.0
180.0740816012972,234.92147170750866,0.0,0.0,0.0
180.0740816012972,234.92147170750866,0.0,0.0,0.0
180.0740816012972,234.92147170750866,0.0,0.0,0.0
