NG 2-on-1 Combined Cycle (F-Frame),NG Combustion Turbine (F-Frame),Land-Based Wind - Class 1 - Technology 1,Utility PV - Class 1,Utility-Scale Battery Storage - 10Hr
25120.84745015478,0.0,25592.586845686415,0.0,0.0
25817.03479564529,0.0,24364.46327321127,0.0,629.5180139071092
25817.03479564529,0.0,23309.577568314486,0.0,2102.322877739443
25817.03479564529,0.0,22874.76361595413,0.0,3466.8052566134693
25817.03479564529,0.0,22188.285268268235,0.0,5505.3496443384265
25817.03479564529,0.0,20997.39760588568,0.0,7894.742708332309
25817.03479564529,0.0,19527.65022547337,0.0,9915.465888305163
25817.03479564529,0.0,18130.551590295123,507.96069315543355,11358.871713628761
25817.03479564529,0.0,16179.25606468955,9930.935919833675,4188.0037801342205
20435.776971171203,0.0,14180.786437560719,25393.617582882263,0.0
25817.03479564529,0.0,11985.636837899368,27330.964785499935,0.0
25817.03479564529,0.0,9841.5236590654,28281.91029408898,0.0
25817.03479564529,0.0,7811.815289379817,31504.62149163213,0.0
25817.03479564529,0.0,6915.7822126299625,33722.97445466622,0.0
20500.318542782556,399.2223034722829,6139.975727237306,31513.991754227853,0.0
20283.077631039498,910.2128494185993,0.0,32038.008664512894,0.0
21290.65488941069,6855.620595794801,4834.232014593806,22924.7770097027,0.0
25817.03479564529,10441.834886742281,4912.486777169725,3989.8629722249357,12066.807911967764
25817.03479564529,10441.834886742281,6712.440387903511,1.0740187248786788,573.0434799194336
25817.03479564529,10441.834886742281,8982.50631555939,0.0,3624.9261430885167
25817.03479564529,10441.834886742281,10837.813076828916,0.0,8587.63959796125
25817.03479564529,10441.834886742281,12311.89815830235,0.0,5140.196362190938
25817.03479564529,10441.834886742281,13293.393066477282,0.0,2433.2070692503826
25817.03479564529,10441.834886742281,14452.042838057912,0.0,342.2596516424913
25817.03479564529,10441.834886742281,15257.682555434343,0.0,0.0
25817.03479564529,10441.834886742281,15302.451094911772,0.0,0.0
25817.03479564529,10441.834886742281,15350.335172043504,0.0,0.0
25817.03479564529,10441.834886742281,15079.036563253614,0.0,575.3284650521699
25817.03479564529,10441.834886742281,14056.674526466219,0.0,4142.58567395871
25817.03479564529,10441.834886742281,12979.888279557053,0.0,7775.146609588582
